personid,age,gender
1712751202,9,2
1712751801,10,1
1712751802,8,2
1712751803,5,2
1712751804,3,1
1712752201,8,1
1712752202,7,2
1712754301,7,1
1712754302,6,2
1712756901,6,1
1712756902,5,2
1712757201,6,1
1712757501,6,2
1712757502,6,1
1712760801,10,1
1712761201,6,2
1712762201,8,1
1712762202,9,2
1712762501,6,1
1712762502,6,2
1712763001,11,1
1712763002,10,2
1712763701,7,2
1712763702,7,1
1712763703,1,2
1712768901,6,2
1712768902,6,1
1712769301,9,1
1712769302,3,2
1712769303,5,2
1712769304,8,2
1712770201,7,2
1712774301,7,2
1712774302,7,1
1712774303,1,2
1712774304,1,1
1712776501,10,2
1712777101,10,2
1712777102,10,1
1712780901,10,1
1712780902,9,2
1712781101,11,2
1712782101,9,2
1712782301,7,2
1712785001,6,4
1712785002,7,4
1712788001,9,1
1712788002,9,2
1712791801,7,2
1712792101,8,2
1712792102,8,1
1712792103,3,1
1712792104,3,2
1712792301,9,1
1712792801,6,1
1712792802,6,2
1712796701,11,2
1712800001,7,2
1712800002,7,1
1712802001,9,1
1712805401,7,2
1712805402,7,1
1712805403,1,2
1712805404,1,1
1712805701,6,1
1712805702,10,1
1712805703,9,2
1712805901,9,2
1712807301,5,3
1712808101,5,2
1712808102,5,1
1712808901,7,1
1712808902,7,2
1712814801,10,1
1712815501,8,2
1712815502,6,2
1712816901,6,1
1712816902,7,2
1712817001,6,3
1712818901,6,2
1712818902,6,1
1712819401,6,1
1712819901,7,2
1712822601,5,1
1712822602,5,2
1712823401,11,2
1712823901,6,2
1712823902,6,1
1712825101,7,1
1712825102,7,2
1712825401,10,1
1712825402,8,1
1712825403,6,1
1712826001,10,2
1712826401,8,1
1712826402,7,1
1712827801,11,1
1712827802,8,2
1712829701,10,2
1712830201,7,2
1712830601,6,1
1712830602,6,2
1712831801,7,1
1712832101,6,2
1712832501,8,1
1712832502,8,1
1712832503,3,1
1712832504,2,1
1712835801,7,1
1712835802,6,2
1712837801,6,1
1712837802,6,1
1712837803,6,1
1712841901,7,1
1712841902,6,2
1712843001,8,2
1712843901,8,1
1712844501,9,2
1712844801,6,2
1712849901,8,2
1712849902,7,1
1712852401,5,1
1712852501,6,2
1712852502,6,2
1712857301,6,2
1712857302,7,1
1712857801,6,1
1712857802,5,2
1712862201,10,2
1712862202,11,1
1712862301,6,1
1712862901,9,1
1712864001,6,2
1712864002,6,1
1712864401,7,2
1712865501,6,2
1712865502,7,1
1712866701,6,1
1712866702,7,2
1712867601,7,2
1712867602,10,1
1712867901,7,1
1712867902,7,2
1712867903,2,2
1712869101,8,2
1712870201,6,2
1712870901,8,1
1712871401,6,1
1712871402,6,2
1712871403,1,1
1712874801,7,1
1712876001,6,2
1712876002,7,1
1712877001,6,2
1712877002,6,2
1712877701,8,1
1712877702,8,2
1712877703,2,2
1712880201,11,1
1712880202,10,2
1712883101,10,2
1712883901,9,2
1712883902,8,1
1712886401,6,2
1712886402,6,1
1712889601,10,1
1712889602,10,2
1712891201,9,1
1712891701,5,1
1712892201,5,2
1712892202,6,2
1712892501,7,2
1712892502,7,1
1712892503,2,2
1712892504,2,1
1712892801,7,1
1712896601,7,2
1712897401,7,2
1712897601,9,2
1712897602,9,1
1712900701,7,2
1712901001,11,1
1712901002,11,2
1712903301,6,2
1712903302,6,1
1712906801,8,1
1712906802,7,2
1712908201,8,1
1712908202,8,2
1712908203,3,1
1712908501,7,1
1712908502,7,2
1712908503,2,1
1712908504,1,1
1712913701,6,1
1712914301,8,2
1712914302,8,1
1712916101,9,1
1712916102,9,2
1712917001,6,2
1712917002,7,1
1712917901,9,1
1712918301,6,2
1712918302,7,1
1712919601,7,1
1712919602,7,2
1712923801,6,2
1712923802,6,1
1712924301,6,2
1712926501,7,1
1712926502,6,2
1712926503,1,1
1712927401,11,2
1712927801,7,2
1712927802,1,1
1712929001,6,3
1712930501,6,4
1712930502,8,4
1712930901,6,1
1712930902,6,2
1712931201,9,2
1712931202,9,1
1712931601,10,2
1712932701,6,2
1712932702,6,1
1712933001,10,2
1712934001,7,1
1712934002,6,1
1712934601,10,2
1712934602,11,1
1712936101,7,1
1712937901,10,2
1712937902,10,1
1712939401,11,1
1712939402,10,2
1712940601,6,1
1712941901,6,1
1712941902,6,2
1712943801,7,2
1712943802,6,1
1712943803,1,2
1712946601,7,1
1712947401,9,2
1712947402,10,1
1712947901,8,1
1712947902,7,2
1712947903,2,2
1712949401,6,2
1712949402,5,1
1712949801,7,1
1712949802,7,2
1712949803,1,2
1712951301,8,1
1712951302,7,2
1712951501,11,1
1712951502,11,2
1712952301,9,2
1712955901,5,1
1712956201,6,2
1712956202,6,1
1712957301,10,2
1712957302,10,1
1712957501,9,2
1712957502,8,1
1712957503,5,1
1712957504,5,2
1712960301,8,1
1712960302,6,1
1712960901,8,2
1712960902,8,1
1712961001,6,2
1712961501,10,1
1712961502,10,2
1712968101,6,1
1712968102,6,2
1712968103,1,1
1712969201,9,2
1712969202,6,2
1712971101,10,2
1712971201,9,1
1712971202,9,2
1712971701,6,2
1712971702,6,2
1712971703,9,1
1712971704,9,2
1712972201,6,2
1712972202,6,1
1712974101,5,2
1712977801,9,1
1712977802,9,1
1712978201,6,2
1712978202,6,1
1712979301,9,2
1712982001,7,1
1712982701,6,1
1712984601,8,1
1712984602,3,2
1712991201,6,1
1712994701,6,2
1712994702,6,1
1712994901,6,1
1712995001,9,2
1712995002,9,1
1712998001,6,1
1712998002,6,2
1712998501,8,2
1712998502,8,1
1713001401,6,1
1713003501,7,1
1713003502,7,2
1713003503,2,1
1713003504,1,1
1713004801,10,1
1713004802,11,2
1713006201,7,1
1713006202,7,2
1713006203,1,4
1713006701,9,2
1713006702,10,1
1713008401,5,2
1713009201,8,2
1713009801,6,2
1713010101,9,2
1713010201,12,1
1713011901,6,1
1713011902,6,2
1713012101,10,2
1713012102,10,1
1713014301,7,1
1713015501,6,1
1713015502,6,1
1713015801,9,2
1713015802,11,1
1713019001,6,2
1713019002,6,1
1713019003,1,2
1713019004,1,2
1713019501,7,1
1713019502,7,1
1713019503,2,2
1713019504,1,1
1713019505,1,1
1713021301,5,1
1713023401,7,1
1713023402,7,2
1713025701,9,1
1713025801,7,1
1713025802,7,2
1713025803,1,1
1713025804,1,2
1713028901,5,1
1713028902,6,2
1713029101,7,1
1713029102,7,2
1713029103,1,2
1713029104,1,1
1713029601,7,1
1713029602,7,2
1713029603,2,1
1713031801,10,2
1713031802,10,1
1713032201,8,2
1713032202,8,1
1713032901,6,2
1713032902,6,1
1713032903,1,1
1713032904,1,2
1713033501,10,1
1713033502,10,2
1713040601,10,1
1713040602,10,2
1713041401,9,1
1713041801,9,1
1713041802,8,2
1713041803,3,2
1713041804,2,2
1713044201,11,1
1713044202,11,1
1713045101,5,2
1713045102,5,1
1713045201,6,1
1713047201,6,1
1713047801,9,2
1713047901,10,1
1713049601,9,1
1713049602,8,2
1713049603,6,1
1713049901,9,2
1713051201,6,1
1713051202,6,1
1713051203,5,2
1713052801,10,1
1713052802,9,2
1713052803,5,1
1713053501,7,1
1713058801,10,2
1713060901,7,1
1713061001,9,2
1713061002,11,1
1713061101,7,1
1713061102,5,2
1713062201,6,1
1713063501,5,1
1713064401,7,1
1713064402,7,2
1713064403,1,1
1713064801,6,1
1713064802,6,2
1713064803,1,4
1713069801,6,2
1713069802,6,1
1713072201,6,1
1713072202,6,2
1713072901,7,1
1713072902,7,2
1713073101,7,1
1713074001,7,2
1713074201,6,1
1713074301,7,1
1713074302,7,2
1713074303,1,1
1713075101,8,1
1713080301,7,2
1713087301,6,2
1713087302,6,1
1713089301,6,1
1713089302,7,2
1713089303,1,2
1713092301,6,2
1713092401,6,1
1713092402,6,2
1713093001,7,2
1713093002,6,2
1713093101,6,2
1713093102,6,1
1713098001,8,1
1713099601,11,2
1713099602,8,1
1713100501,7,2
1713100502,7,1
1713100503,1,4
1713100504,1,4
1713100801,8,1
1713100802,4,1
1713101701,9,1
1713101702,8,1
1713102201,7,1
1713102901,8,1
1713103401,7,2
1713103402,7,1
1713103403,1,1
1713104901,9,2
1713104902,12,2
1713105901,9,2
1713106501,6,1
1713106601,12,2
1713108801,7,2
1713108802,2,1
1713109701,9,2
1713110801,7,2
1713110802,9,2
1713113201,6,1
1713116201,8,1
1713116202,8,2
1713116203,3,1
1713116204,3,2
1713120301,6,2
1713120302,6,1
1713122601,10,2
1713122801,7,2
1713122901,10,1
1713126601,8,1
1713126602,8,2
1713129701,6,4
1713129702,6,1
1713134401,11,1
1713134402,11,2
1713135601,7,1
1713138201,7,1
1713138202,8,2
1713140701,8,1
1713140702,8,2
1713140703,5,1
1713140704,4,1
1713144001,7,1
1713144002,7,1
1713145401,5,1
1713145402,6,2
1713148301,7,1
1713148302,6,2
1713148303,2,1
1713149301,11,1
1713150501,6,2
1713152301,7,2
1713152302,7,1
1713152303,2,1
1713152304,1,1
1713154701,6,1
1713154702,6,2
1713156401,7,1
1713156402,7,2
1713157501,6,1
1713157502,5,2
1713161201,9,1
1713163901,6,2
1713163902,6,1
1713163903,2,2
1713163904,1,2
1713164301,9,1
1713165401,9,1
1713165601,6,2
1713165602,6,1
1713168101,6,2
1713168102,7,1
1713169301,9,2
1713170301,8,1
1713170302,2,1
1713170303,2,2
1713171501,6,1
1713174001,7,1
1713174501,6,2
1713174502,6,1
1713176701,9,2
1713178101,7,2
1713178102,2,1
1713178103,10,2
1713180001,10,1
1713180002,9,2
1713181601,9,1
1713181602,7,2
1713182401,8,2
1713184801,9,2
1713187901,10,1
1713187902,10,2
1713188301,7,2
1713188302,7,1
1713188401,7,1
1713188402,8,2
1713189801,6,2
1713189802,7,1
1713190601,7,1
1713190602,7,2
1713192101,6,1
1713192701,10,2
1713192702,6,1
1713193001,6,2
1713193002,6,1
1713195801,6,2
1713195802,6,1
1713195803,6,2
1713197101,6,2
1713198101,9,2
1713198901,7,1
1713200101,8,2
1713200102,7,1
1713200103,3,1
1713208201,5,2
1713208202,5,1
1713208301,7,1
1713208302,7,4
1713208303,1,4
1713208304,1,4
1713209001,6,2
1713209002,6,2
1713209101,6,2
1713209102,6,2
1713216701,5,1
1713218001,8,1
1713218002,8,2
1713218003,2,1
1713219701,9,2
1713223501,7,2
1713223502,2,2
1713228401,7,2
1713228402,7,1
1713228403,3,2
1713228404,1,2
1713229201,8,1
1713229202,4,4
1713230101,7,2
1713230102,7,2
1713230201,10,4
1713230202,10,4
1713230501,6,2
1713230502,6,1
1713233101,6,1
1713233301,6,4
1713233302,6,4
1713234201,7,1
1713234202,7,2
1713234203,1,1
1713236401,6,1
1713236402,6,2
1713237001,6,2
1713240401,10,2
1713241101,9,1
1713241102,9,2
1713242101,7,2
1713245801,10,1
1713245802,5,2
1713246701,10,2
1713251801,6,2
1713251802,6,1
1713252401,7,1
1713252701,7,1
1713252702,6,2
1713252703,2,2
1713252704,1,2
1713257001,5,1
1713257002,5,2
1713258001,6,2
1713258002,6,1
1713260901,7,2
1713260902,7,1
1713260903,2,1
1713260904,1,2
1713262501,9,2
1713265101,10,2
1713266201,9,2
1713266901,9,1
1713267401,6,1
1713267901,7,2
1713268801,6,1
1713269301,8,2
1713269302,8,1
1713269303,3,2
1713269901,6,1
1713270401,8,2
1713271401,6,4
1713272801,6,1
1713273101,5,2
1713273102,6,1
1713274401,8,1
1713274402,9,2
1713279301,7,2
1713279302,7,1
1713280101,6,1
1713280102,6,2
1713280501,7,2
1713283301,9,1
1713283302,8,2
1713283801,7,2
1713283802,2,2
1713283803,2,1
1713284101,5,1
1713284102,5,1
1713284301,6,1
1713284302,6,2
1713284303,1,1
1713284304,1,2
1713285901,8,2
1713285902,3,1
1713285903,1,1
1713286201,11,1
1713286202,10,2
1713288101,9,2
1713288102,5,2
1713290801,5,1
1713290802,8,2
1713290803,8,1
1713290804,5,2
1713291101,8,1
1713291102,8,1
1713291201,6,1
1713292401,8,1
1713292402,8,2
1713292403,4,2
1713293001,10,2
1713293002,9,2
1713293201,7,2
1713293202,2,2
1713293203,2,2
1713293601,9,1
1713293602,9,2
1713295501,7,1
1713295701,7,2
1713295702,7,1
1713295703,2,1
1713295704,2,1
1713297501,8,1
1713298601,7,1
1713298602,6,2
1713300201,10,1
1713300202,9,2
1713300401,6,2
1713300402,6,1
1713300501,7,2
1713300502,7,2
1713300503,3,1
1713300504,2,1
1713300505,2,1
1713300506,4,2
1713300507,1,1
1713300701,10,2
1713300702,11,1
1713301601,10,2
1713302201,6,1
1713304501,7,1
1713304502,7,2
1713304503,2,1
1713304504,1,2
1713304505,9,2
1713304506,10,1
1713305301,9,2
1713305302,9,1
1713308901,6,2
1713308902,6,2
1713309801,6,1
1713309802,5,1
1713309803,6,2
1713309804,6,2
1713309901,6,2
1713311701,8,1
1713311702,8,2
1713311703,2,2
1713311704,2,2
1713317301,9,2
1713327601,11,1
1713330701,7,2
1713330702,7,1
1713330703,1,2
1713332101,8,2
1713334601,6,2
1713334602,6,1
1713338201,6,2
1713338202,6,1
1713338901,8,1
1713338902,8,2
1713338903,2,1
1713338904,2,2
1713339901,9,2
1713339902,8,1
1713341801,6,2
1713341802,6,1
1713342701,7,2
1713342702,7,1
1713342901,7,1
1713344301,7,1
1713344302,6,2
1713344303,1,1
1713345801,9,2
1713346201,6,2
1713346202,7,1
1713347001,9,1
1713347002,9,2
1713349501,10,2
1713349502,10,1
1713349601,6,1
1713349602,6,2
1713350101,7,1
1713350901,9,2
1713350902,10,1
1713351401,11,1
1713351402,9,2
1713352601,6,1
1713352602,6,2
1713357301,9,1
1713357302,9,2
1713359801,10,2
1713361301,7,1
1713361302,6,2
1713364901,6,2
1713368701,6,1
1713368901,6,1
1713368902,5,2
1713369101,11,1
1713369501,10,2
1713369502,10,1
1713372001,10,2
1713372401,6,2
1713373401,8,1
1713375101,9,2
1713377501,6,1
1713377502,6,2
1713381201,6,1
1713381901,5,2
1713384201,9,2
1713384202,10,1
1713391001,5,1
1713391002,6,1
1713391003,6,1
1713391004,6,1
1713391501,8,1
1713391601,10,1
1713391602,9,2
1713392301,8,2
1713392302,8,1
1713393701,6,1
1713393702,6,2
1713394001,11,2
1713394601,6,2
1713396001,7,1
1713396002,10,2
1713396401,7,2
1713396402,8,1
1713396403,2,1
1713396404,1,2
1713396901,6,1
1713398701,6,1
1713399601,10,2
1713399602,10,1
1713404401,8,1
1713404402,7,2
1713404403,5,1
1713404801,6,1
1713410501,9,2
1713411201,10,1
1713413001,6,1
1713414501,6,2
1713414502,6,1
1713414503,1,2
1713414801,6,1
1713421801,6,1
1713422301,9,1
1713422302,8,2
1713423501,7,1
1713423502,7,2
1713423503,2,2
1713423504,1,1
1713427001,5,2
1713427201,6,2
1713427202,6,1
1713427701,9,2
1713429801,10,2
1713429802,11,1
1713431701,10,2
1713431702,7,1
1713431703,10,2
1713432201,9,2
1713432202,9,1
1713432203,5,1
1713436301,9,2
1713436501,6,2
1713436502,6,1
1713437301,7,1
1713437302,6,2
1713437303,2,1
1713438101,8,2
1713438701,8,1
1713438702,9,1
1713443201,10,2
1713443202,10,1
1713443301,7,1
1713443302,7,2
1713443303,2,2
1713443304,1,1
1713443901,6,1
1713443902,6,2
1713448901,7,2
1713448902,7,1
1713450501,7,1
1713450502,6,2
1713450503,1,2
1713452201,6,1
1713454101,6,1
1713455501,5,2
1713455502,5,2
1713456401,9,2
1713456402,3,2
1713456501,7,2
1713456502,4,2
1713456503,3,2
1713457301,6,1
1713457302,1,2
1713459201,7,1
1713459701,6,1
1713459801,5,2
1713459802,6,1
1713460301,10,2
1713460302,9,1
1713465001,7,1
1713465002,6,2
1713465003,1,1
1713466701,8,1
1713466702,9,2
1713466901,6,2
1713466902,6,1
1713469201,6,1
1713469801,7,1
1713469802,7,2
1713469803,1,2
1713471201,6,2
1713473201,9,1
1713473202,9,2
1713473301,8,1
1713473302,8,2
1713473303,2,2
1713475101,9,1
1713475102,10,2
1713475401,10,1
1713475402,10,2
1713478801,10,2
1713481801,7,1
1713481802,7,2
1713481803,3,1
1713481804,2,1
1713482101,8,2
1713482901,10,1
1713484001,9,2
1713484002,9,1
1713485201,9,2
1713486101,10,1
1713486102,10,2
1713491501,6,1
1713491601,6,2
1713491602,6,1
1713491801,6,1
1713491802,6,2
1713491803,6,1
1713493501,8,1
1713493901,7,2
1713493902,7,2
1713500601,6,2
1713500901,9,1
1713500902,9,2
1713500903,6,2
1713501401,6,2
1713502001,8,2
1713502601,7,2
1713505801,7,1
1713505802,7,2
1713505803,1,2
1713508601,8,1
1713510001,6,2
1713510501,6,2
1713514101,7,1
1713514102,7,2
1713514103,3,1
1713514104,1,1
1713514501,6,1
1713514502,7,2
1713514503,2,1
1713514504,1,1
1713516401,6,2
1713516402,6,1
1713518701,7,1
1713518702,7,2
1713518703,2,2
1713518704,2,1
1713519601,8,2
1713519602,8,1
1713519603,5,2
1713519604,4,2
1713522101,6,1
1713522102,6,2
1713526901,7,2
1713527601,6,1
1713527701,9,1
1713527702,9,2
1713534001,8,1
1713534002,8,2
1713534003,3,2
1713534004,3,2
1713537401,6,2
1713537402,6,1
1713537403,1,2
1713537404,1,1
1713537701,9,2
1713537702,9,1
1713542701,7,2
1713542702,3,2
1713542703,2,1
1713546501,5,1
1713547201,11,2
1713549901,8,2
1713549902,8,1
1713549903,2,2
1713549904,2,1
1713551901,6,2
1713551902,1,1
1713552901,10,2
1713553101,7,1
1713553102,7,2
1713554701,8,2
1713554702,9,1
1713554703,4,1
1713554901,10,2
1713555101,11,1
1713556701,6,2
1713557301,10,1
1713559201,10,1
1713559202,10,2
1713562101,8,2
1713562102,5,1
1713562103,8,1
1713563901,5,2
1713565401,6,1
1713565402,6,2
1713569501,8,1
1713569502,7,2
1713570701,7,2
1713570702,7,1
1713578901,6,2
1713578902,5,2
1713578903,6,2
1713578904,5,2
1713581601,5,1
1713582401,8,2
1713582402,8,2
1713582403,3,1
1713582404,2,2
1713582801,6,1
1713582802,7,2
1713583501,8,1
1713583502,8,2
1713583503,2,2
1713583901,5,1
1713587101,8,1
1713587102,7,2
1713587103,1,1
1713587401,9,2
1713587402,9,1
1713587403,6,1
1713588301,7,1
1713588302,7,2
1713588303,2,1
1713588304,1,1
1713588401,9,4
1713588402,9,2
1713588403,6,1
1713588404,6,2
1713589501,6,2
1713589502,7,1
1713589901,7,1
1713589902,7,1
1713589903,7,2
1713591601,11,1
1713594601,7,2
1713594602,7,1
1713594603,2,2
1713594604,1,2
1713595901,7,1
1713595902,7,4
1713595903,3,4
1713595904,2,4
1713595905,2,4
1713595906,2,4
1713596301,8,1
1713596302,8,2
1713596303,4,1
1713596501,6,1
1713596502,8,1
1713597301,10,2
1713597701,7,1
1713597702,9,1
1713599901,7,2
1713599902,7,1
1713601701,5,2
1713601702,5,2
1713602001,10,2
1713603201,6,2
1713605801,5,1
1713606801,7,2
1713606802,8,1
1713606803,1,2
1713606804,1,2
1713607901,7,1
1713610401,10,2
1713610501,5,2
1713610502,5,1
1713611801,9,2
1713611802,8,1
1713612201,9,2
1713612202,9,1
1713612701,6,1
1713612702,6,2
1713613901,9,1
1713613902,8,2
1713613903,3,1
1713615801,7,2
1713615802,8,1
1713616301,5,2
1713617901,6,2
1713618401,8,1
1713618402,8,2
1713618403,5,1
1713618404,4,1
1713618405,3,1
1713618406,2,2
1713618801,10,2
1713619401,7,1
1713619402,8,2
1713619403,3,1
1713619404,3,2
1713620001,7,2
1713620002,6,2
1713620101,8,1
1713620102,6,2
1713620103,1,1
1713620104,1,1
1713620105,1,1
1713622101,6,1
1713622501,12,2
1713622502,9,2
1713622503,9,1
1713622601,,2
1713625101,9,2
1713625102,9,1
1713627501,8,2
1713627502,8,1
1713628701,6,1
1713628702,6,1
1713636901,6,1
1713636902,6,2
1713637901,10,1
1713637902,9,2
1713638301,8,2
1713639801,6,1
1713639901,7,1
1713639902,7,2
1713640001,9,1
1713640002,8,2
1713640003,5,1
1713640004,5,2
1713646801,7,2
1713647101,6,2
1713647102,6,1
1713647103,3,2
1713649301,9,2
1713650501,7,1
1713650502,6,2
1713653701,7,1
1713657001,8,1
1713657002,8,2
1713657003,2,2
1713657004,1,1
1713657101,8,2
1713657102,8,1
1713659901,6,1
1713659902,6,2
1713659903,1,2
1713659904,1,2
1713660901,8,1
1713660902,7,2
1713660903,1,1
1713660904,1,1
1713662401,8,1
1713670301,6,2
1713671201,7,2
1713671202,7,1
1713673301,9,1
1713673501,10,2
1713673502,10,2
1713677001,6,2
1713677002,6,1
1713678001,11,1
1713678002,11,2
1713679401,5,2
1713679402,5,2
1713679801,8,2
1713679802,7,1
1713683401,6,1
1713683601,7,1
1713683602,6,2
1713685201,9,2
1713686301,6,2
1713686302,6,1
1713686303,2,2
1713686304,1,2
1713687201,5,1
1713687901,7,1
1713688901,10,2
1713688902,11,1
1713691001,6,1
1713691002,6,2
1713693701,6,1
1713693702,6,2
1713697601,6,1
1713697602,6,2
1713699501,5,1
1713699502,1,1
1713699503,5,2
1713699504,7,1
1713699701,7,2
1713699702,7,1
1713700301,9,2
1713700601,8,1
1713700801,6,1
1713700802,6,2
1713705201,7,2
1713705202,7,1
1713705203,1,1
1713705801,11,2
1713705802,12,1
1713707201,6,2
1713707202,7,1
1713707203,4,2
1713707204,3,2
1713707205,3,2
1713707206,2,2
1713707601,7,1
1713707602,1,2
1713707603,7,2
1713710301,8,1
1713710302,8,2
1713711001,6,2
1713711002,6,2
1713711501,9,1
1713711502,5,1
1713712201,7,1
1713712202,7,1
1713714301,7,1
1713714302,6,2
1713718701,6,1
1713719401,7,1
1713719402,7,2
1713719403,2,2
1713719404,2,1
1713719405,1,1
1713720101,8,2
1713722701,8,2
1713723001,6,1
1713723002,6,1
1713724201,9,1
1713724501,9,2
1713725201,8,1
1713727501,6,2
1713729001,6,1
1713729002,6,2
1713730101,9,2
1713732101,10,2
1713732601,9,2
1713732602,5,1
1713733201,6,2
1713734801,6,2
1713734802,6,1
1713738201,7,2
1713738202,7,1
1713738203,2,1
1713738901,6,2
1713738902,6,1
1713742501,8,1
1713742502,7,1
1713742701,8,2
1713742702,9,1
1713742901,7,2
1713742902,7,1
1713742903,1,2
1713742904,1,2
1713745601,11,1
1713745602,6,2
1713745603,1,2
1713745604,6,1
1713745605,8,2
1713750801,8,1
1713754401,7,2
1713755201,10,2
1713756201,10,1
1713756301,6,2
1713756302,6,1
1713756303,2,1
1713756304,2,1
1713757701,7,2
1713757702,7,1
1713757703,3,1
1713757704,2,1
1713757705,10,2
1713758001,6,1
1713758002,6,2
1713758003,2,1
1713758004,1,1
1713758401,8,1
1713758402,9,2
1713758403,3,1
1713761601,11,1
1713762601,7,1
1713762602,7,2
1713762603,1,2
1713763101,9,2
1713763801,8,1
1713763802,7,2
1713763803,1,2
1713768201,7,1
1713768202,6,2
1713768203,1,2
1713768701,8,2
1713768702,8,1
1713769901,7,2
1713769902,7,1
1713769903,2,2
1713771201,10,4
1713771901,6,2
1713771902,2,1
1713771903,2,2
1713771904,1,1
1713772701,6,1
1713772702,6,2
1713774101,9,1
1713774102,5,2
1713777101,11,1
1713777102,11,2
1713777103,8,1
1713780801,7,1
1713782001,10,1
1713783101,9,1
1713783102,9,2
1713785101,6,1
1713785102,7,2
1713787601,7,2
1713788001,10,2
1713792001,10,2
1713792002,5,2
1713793501,6,1
1713793502,6,
1713797401,7,1
1713797402,6,2
1713798201,9,1
1713798202,9,2
1713800501,8,1
1713800701,6,1
1713800702,6,2
1713801301,8,1
1713801302,8,2
1713806101,9,1
1713806701,5,1
1713806702,7,1
1713807601,6,1
1713807602,6,2
1713808101,6,1
1713808102,6,2
1713808103,1,2
1713808104,1,2
1713809801,8,2
1713809802,8,1
1713809803,3,1
1713809804,2,2
1713812201,7,1
1713814701,5,2
1713814702,5,1
1713816101,10,2
1713816102,6,1
1713819301,10,2
1713822501,9,2
1713825601,7,1
1713830801,6,1
1713833201,7,2
1713834301,8,1
1713834302,8,2
1713834303,3,4
1713835101,9,2
1713836101,6,1
1713836102,6,2
1713838701,7,1
1713838702,2,2
1713839101,9,1
1713839102,10,2
1713840101,6,1
1713840102,6,2
1713840601,7,2
1713840602,1,2
1713842901,9,1
1713847001,8,1
1713851601,6,1
1713851602,6,2
1713852001,8,2
1713852002,11,2
1713856101,6,1
1713860101,10,1
1713860102,10,2
1713860201,5,2
1713860202,5,2
1713860203,5,2
1713861301,6,1
1713861302,6,2
1713861303,6,1
1713862401,7,1
1713862402,6,2
1713862403,2,1
1713862404,1,1
1713863201,7,1
1713863202,7,2
1713863203,2,1
1713863204,1,1
1713864401,6,2
1713864402,6,1
1713864403,1,1
1713864404,1,2
1713866001,11,2
1713866002,11,1
1713867501,9,1
1713867502,9,2
1713869401,6,1
1713869402,7,2
1713869901,5,1
1713874401,6,1
1713874402,5,2
1713874403,5,1
1713875201,8,1
1713878501,6,1
1713880001,7,1
1713880002,6,2
1713881301,6,1
1713881302,5,2
1713881701,10,1
1713881702,10,2
1713884201,7,2
1713884202,7,1
1713884203,1,2
1713884204,1,2
1713885201,7,1
1713888101,12,2
1713888801,8,2
1713888802,8,2
1713894401,10,2
1713894402,10,1
1713896001,10,1
1713896501,7,2
1713896502,2,2
1713896901,9,2
1713898901,5,2
1713898902,5,1
1713903201,6,1
1713904101,7,2
1713905101,7,1
1713905102,6,1
1713905301,5,1
1713907301,8,1
1713907701,9,1
1713907702,8,2
1713908001,8,2
1713908002,5,1
1713908003,2,2
1713909801,8,1
1713909802,8,2
1713910601,9,1
1713910602,9,2
1713910603,6,1
1713910701,7,1
1713910702,7,2
1713916101,10,2
1713916901,7,2
1713916902,6,1
1713916903,1,2
1713917501,8,2
1713917502,8,1
1713917503,3,1
1713917504,4,1
1713918701,8,1
1713918702,8,2
1713922701,10,1
1713923001,7,1
1713923002,6,2
1713923003,1,1
1713923004,2,1
1713923901,6,2
1713924901,6,1
1713926201,9,2
1713929501,7,1
1713929502,7,1
1713931501,11,1
1713931502,11,2
1713931701,6,1
1713932001,9,1
1713932002,9,2
1713934501,6,2
1713934502,6,1
1713935201,10,2
1713935601,10,1
1713935602,10,2
1713936601,9,2
1713941601,8,1
1713941801,8,1
1713941802,4,4
1713942801,7,1
1713943001,7,1
1713943501,8,2
1713943502,8,1
1713944501,9,1
1713946101,8,1
1713946102,8,2
1713946103,4,1
1713946104,3,1
1713946601,7,1
1713946602,8,2
1713949901,8,1
1713949902,9,1
1713952201,6,2
1713952202,6,1
1713952301,8,2
1713953701,9,2
1713954001,7,2
1713954601,,2
1713955001,6,2
1713955002,6,1
1713959001,6,1
1713959002,7,1
1713959801,11,1
1713959802,11,2
1713959803,7,2
1713960501,6,1
1713962101,6,1
1713962102,6,2
1713963701,5,1
1713963702,5,2
1713964201,6,1
1713968001,9,1
1713968002,7,1
1713968401,9,2
1713969801,6,1
1713969802,6,2
1713973201,6,2
1713974501,7,1
1713974502,7,2
1713974601,8,2
1713976201,7,2
1713977501,6,1
1713977502,6,2
1713977503,1,2
1713980601,5,2
1713980602,5,2
1713980603,5,2
1713981101,10,2
1713981102,10,1
1713982601,9,1
1713982602,9,2
1713983801,9,2
1713985601,6,1
1713987701,6,1
1713987702,6,2
1713987703,2,2
1713987704,2,1
1713988901,6,2
1713988902,6,1
1713990401,11,2
1713990402,11,1
1713990601,9,2
1713990801,8,1
1713990802,7,2
1713990803,3,2
1713991601,5,1
1713993501,10,2
1713993502,10,1
1713997401,9,2
1713997402,9,1
1713997501,7,2
1713998501,6,2
1713998502,6,1
1713999201,7,2
1713999202,8,1
1713999203,1,1
1713999801,10,2
1714004901,7,2
1714009101,8,1
1714010601,6,1
1714010602,6,2
1714010603,1,1
1714010604,1,1
1714017001,9,2
1714017002,9,1
1714019401,6,1
1714019402,6,2
1714019403,1,2
1714024001,7,1
1714024002,7,2
1714024003,2,1
